id,text,pos
17247,prevít,N
17248,prezence,N
17249,prezentace,N
17250,prezentační,A
17251,prezentovaný,A
17252,prezentovat,V
17253,prezentování,N
17254,prezenční,A
17255,prezervativ,N
17256,prezident,N
17257,prezidentka,N
17258,prezidentování,N
17259,prezidentství,N
17260,prezídium,N
17261,prima,D
17262,primabalerína,N
17263,primadona,N
17264,primariát,N
17265,primas,N
17266,primitiv,N
17267,primitivní,A
17268,primitivně,D
17269,primární,A
17270,primárně,D
17271,primát,N
17272,primátor,N
17273,primátorka,N
17274,primátorky,N
17275,primátorský,A
17276,primář,N
17277,primářka,N
17278,princ,N
17279,princezna,N
17280,princeznička,N
17281,princip,N
17282,principál,N
17283,prion,N
17284,priorita,N
17285,prioritní,A
17286,prioritně,D
17287,privatizace,N
17288,privatizační,A
17289,privatizovat,V
17290,privatizátor,N
17291,privilegium,N
17292,privilegovaný,A
17293,privát,N
17294,privátní,A
17295,prkenný,A
17296,prkno,N
17297,prkénko,N
17298,prkýnko,N
17299,probiotický,A
17300,probiotikum,N
17301,problematicky,D
17302,problematický,A
17303,problematika,N
17304,problesknout,V
17305,probleskovat,V
17306,problémový,A
17307,probojovat,V
17308,probourat,V
17309,probouzející,A
17310,probouzet,V
17311,probošt,N
17312,probraný,A
17313,probrat,V
17314,probrečet,V
17315,probublávat,V
17316,probudit,V
17317,probuzení,N
17318,probuzený,A
17319,probádaný,A
17320,probíhající,A
17321,probíhat,V
17322,probíjet,V
17323,probíraný,A
17324,probírat,V
17325,probírání,N
17326,probít,V
17327,proběh,N
17328,proběhlý,A
17329,proběhnout,V
17330,proběhnutí,N
17331,procedura,N
17332,procento,N
17333,procentuální,A
17334,procentuálně,D
17335,proces,N
17336,procesor,N
17337,procesorový,A
17338,procesí,N
17339,prochladlý,A
17340,prochladnout,V
17341,prochladnutí,N
17342,procházející,A
17343,procházení,N
17344,procházet,V
17345,procházka,N
17346,procházkový,A
17347,procitat,V
17348,procitnout,V
17349,procitnutí,N
17350,procvičení,N
17351,procvičit,V
17352,procvičovat,V
17353,procvičování,N
17354,prodaný,A
17355,prodat,V
17356,prodavač,N
17357,prodavačka,N
17358,prodej,N
17359,prodejce,N
17360,prodejkyně,N
17361,prodejna,N
17362,prodejnost,N
17363,prodejný,A
17364,prodiskutovat,V
17365,prodlení,N
17366,prodleva,N
17367,prodloužená,N
17368,prodloužení,N
17369,prodloužený,A
17370,prodloužit,V
17371,prodlužovat,V
17372,prodlužování,N
17373,prodražení,N
17374,prodražit,V
17375,producent,N
17376,producentka,N
17377,producentský,A
17378,producírovat,V
17379,produkce,N
17380,produkovat,V
17381,produkt,N
17382,produktivita,N
17383,produktivní,A
17384,produkční,A
17385,produkčně,D
17386,prodyšnost,N
17387,prodyšně,D
17388,prodyšný,A
17389,prodávající,N
17390,prodávaný,A
17391,prodávat,V
17392,prodávání,N
17393,prodírat,V
17394,proděkan,N
17395,proděkanka,N
17396,prodělat,V
17397,prodělek,N
17398,prodělečný,A
17399,prodělávat,V
17400,profese,N
17401,profesionalita,N
17402,profesionalizace,N
17403,profesionálka,N
17404,profesionální,A
17405,profesní,A
17406,profesně,D
17407,profesor,N
17408,profesorka,N
17409,profesorský,A
17410,profesura,N
17411,profi,A
17412,profil,N
17413,profilace,N
17414,profilovaný,A
17415,profilovat,V
17416,profilování,N
17417,profit,N
17418,profitovat,V
17419,profrčet,V
17420,profík,N
17421,progesteron,N
17422,prognostik,N
17423,program,N
17424,programovací,A
17425,programovat,V
17426,programovatelný,A
17427,programování,N
17428,programově,D
17429,programátor,N
17430,programátorka,N
17431,programátorský,A
17432,progres,N
17433,progrese,N
17434,progresivní,A
17435,prohibice,N
17436,prohlašovat,V
17437,prohledat,V
17438,prohledání,N
17439,prohledávat,V
17440,prohledávání,N
17441,prohloubení,N
17442,prohloubit,V
17443,prohloupit,V
17444,prohlubeň,N
17445,prohlubovat,V
17446,prohlubování,N
17447,prohlubující,A
17448,prohlásit,V
17449,prohlášení,N
17450,prohlášený,A
17451,prohlédnout,N
17452,prohlédnutí,N
17453,prohlídka,N
17454,prohlížet,V
17455,prohlížeč,N
17456,prohnaný,A
17457,prohnat,V
17458,prohnilý,A
17459,prohnout,V
17460,prohnutí,N
17461,prohnutý,A
17462,prohra,N
17463,prohrabat,V
17464,prohraný,A
17465,prohrnout,V
17466,prohánět,V
17467,prohřešek,N
17468,prohřešit,V
17469,prohřát,V
17470,prohřátí,N
17471,projednaný,A
17472,projednat,V
17473,projednání,N
17474,projednávat,V
17475,projednávání,N
17476,projekce,N
17477,projekt,N
17478,projektant,N
17479,projektil,N
17480,projektor,N
17481,projektovat,N
17482,projektovaný,A
17483,projektování,N
17484,projektový,A
17485,projektově,D
17486,projekční,A
17487,projekčně,D
17488,projet,V
17489,projetí,N
17490,projetý,A
17491,projev,N
17492,projevení,N
17493,projevený,A
17494,projevit,V
17495,projevovat,V
17496,projevující,A
17497,projíst,V
17498,projít,V
17499,projíždějící,A
17500,projíždění,N
17501,projíždět,V
17502,projížďka,N
17503,prokazatelný,A
17504,prokazatelně,D
17505,prokazovat,V
17506,prokazování,N
17507,prokazující,A
17508,proklamace,N
17509,prokletí,N
17510,prokličkovat,V
17511,proklouznout,V
17512,prokluz,N
17513,prokládaný,A
17514,prokládat,V
17515,proklínaný,A
17516,proklínat,V
17517,proklít,V
17518,prokouknout,V
17519,prokousat,V
17520,prokousnout,V
17521,prokrastinace,N
17522,prokrvení,N
17523,prokrvit,V
17524,prokrvovat,V
17525,prokuratura,N
17526,prokurátor,N
17527,prokurátorka,N
17528,prokázaný,A
17529,prokázat,V
17530,prokřehlý,A
17531,prolamovat,V
17532,proletariát,N
17533,proletář,N
17534,proletět,V
17535,prolezlý,A
17536,proleženina,N
17537,proliferace,N
17538,prolisovat,V
17539,prolitý,A
17540,prolnout,V
17541,prolnutí,N
17542,proložený,A
17543,proluka,N
17544,proláklina,N
17545,prolétat,V
17546,prolétnout,V
17547,prolézat,V
17548,prolézačka,N
17549,prolínací,A
17550,promarněný,A
17551,promarodit,V
17552,promasírovat,V
17553,promazat,V
17554,promazávat,V
17555,promenáda,N
17556,promenádní,A
17557,promenádovat,V
17558,promeškat,V
17559,promile,N
17560,prominent,N
17561,prominentní,A
17562,prominout,V
17563,prominutí,N
17564,promiskuita,N
17565,promiskuitní,A
17566,promlouvat,V
17567,promluva,N
17568,promluvit,V
17569,promlčecí,A
17570,promlčení,N
17571,promlčený,A
17572,promlčet,V
17573,promo,A
17574,promoce,N
17575,promoklý,A
17576,promoknout,V
17577,promotér,N
17578,promotérský,A
17579,promovat,V
17580,promočený,A
17581,promoční,A
17582,promptní,N
17583,promptně,D
17584,promrhat,V
17585,promrznout,V
17586,promyslit,V
17587,promyslet,V
17588,promyšlený,A
17589,promyšleně,D
17590,promáčený,A
17591,promíchaný,A
17592,promíchat,V
17593,promíchání,N
17594,promíchávat,V
17595,promíjet,V
17596,promísit,V
17597,promítací,A
17598,promítaný,A
17599,promítat,V
17600,promítačka,N
17601,promítnout,V
17602,promítnutí,N
17603,promítnutý,A
17604,promítání,N
17605,promýšlení,N
17606,promýšlet,V
17607,proměna,N
17608,proměnit,V
17609,proměnlivost,N
17610,proměnná,N
17611,proměnný,A
17612,proměnění,N
17613,proměněný,A
17614,proměňování,N
17615,pronajmout,V
17616,pronajmutí,N
17617,pronajímat,V
17618,pronajímatelný,A
17619,pronajímání,N
17620,pronikající,A
17621,pronikat,V
17622,pronikavý,A
17623,proniknout,V
17624,proniknutelný,A
17625,pronikání,N
17626,pronájem,N
17627,pronásledovaný,A
17628,pronásledovat,V
17629,pronásledovatel,N
17630,pronásledování,N
17631,pronásledující,A
17632,pronášený,A
17633,pronášet,V
17634,pronést,V
17635,propad,N
17636,propadající,A
17637,propadat,V
17638,propadlina,N
17639,propadliště,N
17640,propadlík,N
17641,propadlý,A
17642,propadnout,V
17643,propadnutí,N
17644,propadák,N
17645,propagace,N
17646,propaganda,N
17647,propagandista,N
17648,propagační,A
17649,propagovaný,A
17650,propagovat,V
17651,propagující,A
17652,propagátor,N
17653,propagátorka,N
17654,propasírovat,V
17655,propašovat,V
17656,propiska,N
17657,proplacení,N
17658,proplacený,A
17659,proplakat,V
17660,proplatit,V
17661,propletený,A
17662,proplout,V
17663,proplácení,N
17664,proplácet,V
17665,proplést,V
17666,propojení,N
17667,propojený,A
17668,propojit,V
17669,propojka,N
17670,propojovací,A
17671,propojovat,V
17672,propojování,N
17673,propojující,A
17674,propolis,N
17675,proporce,N
17676,proporcionální,A
17677,proporční,A
17678,propotit,V
17679,propouštěcí,A
17680,propouštění,N
17681,propouštět,V
17682,propozice,N
17683,propočet,N
17684,propočítat,V
17685,propočítávat,V
17686,propracovanost,N
17687,propracovaný,A
17688,propracovat,V
17689,propracování,N
17690,proprat,V
17691,proprieta,N
17692,propršet,V
17693,propust,N
17694,propustek,N
17695,propustit,V
17696,propustka,N
17697,propustný,A
17698,propuštění,N
17699,propuštěný,A
17700,propálený,A
17701,propálit,V
17702,propíchnout,V
17703,propíchnutý,A
17704,propírat,V
17705,propít,V
17706,propůjčení,N
17707,propůjčený,A
17708,propůjčit,V
17709,proradný,A
17710,prorazit,V
17711,proražení,N
17712,prorektor,N
17713,prorektorka,N
17714,prorocký,A
17715,proroctví,N
17716,prorok,N
17717,prorokovat,V
17718,prorostlý,A
17719,prorůstat,V
17720,prorůstání,N
17721,prosadit,V
17722,prosakovat,V
17723,prosakování,N
17724,prosakující,A
17725,prosazení,N
17726,prosazovaný,A
17727,prosazovat,V
17728,prosazování,N
17729,prosba,N
17730,proschlý,A
17731,proschnout,V
17732,prosebník,N
17733,prosebný,A
17734,prosebně,D
17735,prosit,V
17736,prosklení,N
17737,prosklený,A
17738,proslavit,V
17739,proslout,V
17740,proslov,N
17741,proslulost,N
17742,proslulý,A
17743,prosluněný,A
17744,proslýchat,V
17745,proso,N
17746,prospekt,N
17747,prospektor,N
17748,prosperita,N
17749,prosperovat,V
17750,prosperující,A
17751,prospěch,N
17752,prospěšnost,N
17753,prospěšný,A
17754,prostata,N
17755,prostná,N
17756,prostoduchý,A
17757,prostoj,N
17758,prostopášný,A
17759,prostor,N
17760,prostornost,N
17761,prostorový,A
17762,prostota,N
17763,prostořeký,A
17764,prostoupit,V
17765,prostranství,N
17766,prostrčit,V
17767,prostup,N
17768,prostupnost,N
17769,prostupovat,V
17770,prostupující,A
17771,prostírat,V
17772,prostírání,N
17773,prostý,A
17774,prostěradlo,N
17775,prostřed,D
17776,prostředek,N
17777,prostřednictví,N
17778,prostřednictvím,R
17779,prostřední,A
17780,prostředník,N
17781,prostředníček,N
17782,prostředí,N
17783,prostřelit,V
17784,prostřený,A
17785,prostřih,N
17786,prosvištět,V
17787,prosvítat,V
17788,prosvětlení,N
17789,prosvětlený,A
17790,prosvětlit,V
17791,prosytit,V
17792,prosázet,V
17793,prosťáček,N
17794,protagonista,N
17795,protagonistka,N
17796,protahovací,A
17797,protahovat,V
17798,protahování,N
17799,protančit,V
17800,protažení,N
17801,protein,N
17802,proteinový,A
17803,protekce,N
17804,protektorát,N
17805,protektorátní,A
17806,protekční,A
17807,protentokrát,D
17808,protest,N
17809,protestant,N
17810,protestantismus,N
17811,protestantský,A
17812,protestní,A
17813,protestovat,V
17814,protestující,A
17815,protiakce,N
17816,protialkoholní,A
17817,protiargument,N
17818,protichůdný,A
17819,protidrogový,A
17820,protihlukový,A
17821,protihráč,N
17822,protihráčka,N
17823,protijedoucí,A
17824,protikandidát,N
17825,protiklad,N
17826,protilehlý,A
17827,protiletadlový,A
17828,protiletecký,A
17829,protilátka,N
17830,protimluv,N
17831,protinávrh,N
17832,protipožární,A
17833,protiproud,N
17834,protiprávní,A
17835,protipól,N
17836,protiskluzový,A
17837,protislužba,N
17838,protisměrný,A
17839,protistrana,N
17840,protistátní,A
17841,protiva,N
17842,protivenství,N
17843,protivládní,A
17844,protivnice,N
17845,protivník,N
17846,protiváha,N
17847,protiválečný,A
17848,protivítr,N
17849,protizánětlivý,A
17850,protiúder,N
17851,protiústavní,A
17852,protiútok,N
17853,protiúčet,N
17854,protiřečit,V
17855,protkat,V
17856,protlačit,V
17857,protlačovat,V
17858,protnout,V
17859,proto,D
17860,protokol,N
17861,protokolární,A
17862,proton,N
17863,protonový,A
17864,protopit,V
17865,prototyp,N
17866,prototypový,A
17867,protože,J
17868,protrhnout,V
17869,protrpět,V
17870,protrápit,V
17871,protržení,N
17872,protržený,A
17873,protéci,V
17874,protékající,A
17875,protékat,V
17876,protéza,N
17877,protějšek,N
17878,protější,A
17879,proud,N
17880,proudit,V
17881,proudnice,N
17882,proudící,A
17883,proutek,N
17884,proutkař,N
17885,proutí,N
17886,proutěný,A
17887,proužek,N
17888,proužkovaný,A
17889,provalení,N
17890,provalit,V
17891,provaz,N
17892,provazec,N
17893,provazník,N
17894,provazový,A
17895,provařený,A
17896,provdaný,A
17897,provdat,V
17898,provedení,N
17899,proveditelnost,N
17900,proveditelný,A
17901,provincie,N
17902,provinile,D
17903,provinilec,N
17904,provinilý,A
17905,provinění,N
17906,provize,N
17907,provizorium,N
17908,provizorní,A
17909,provizorně,D
17910,provléknout,V
17911,provokace,N
17912,provokativní,A
17913,provokativně,D
17914,provokatér,N
17915,provokační,A
17916,provokovat,V
17917,provolat,V
17918,provolání,N
17919,provolávat,V
17920,provoněný,A
17921,provonět,V
17922,provoz,N
17923,provozní,A
17924,provozní,N
17925,provozovaný,A
17926,provozovat,V
17927,provozovatel,N
17928,provozovna,N
17929,provozování,N
17930,provozující,A
17931,provrtaný,A
17932,provrtat,V
17933,prováděcí,A
17934,provádějící,A
17935,provádění,N
17936,provádět,V
17937,prováhat,V
17938,provázanost,N
17939,provázaný,A
17940,provázející,A
17941,provázek,N
17942,provázený,A
17943,provázet,V
17944,provázání,N
17945,provést,V
17946,provézt,V
17947,prověrka,N
17948,prověřený,A
17949,prověřit,V
17950,prověřovací,A
17951,prověřovat,V
17952,prověřování,N
17953,prozaicky,D
17954,prozaik,N
17955,prozatím,D
17956,prozatímní,A
17957,prozkoumaný,A
17958,prozkoumat,V
17959,prozkoumání,N
17960,prozkoumávat,V
17961,prozkoumávání,N
17962,prozradit,V
17963,prozrazení,N
17964,prozrazovat,V
17965,prozrazující,A
17966,prozářit,V
17967,prozíravost,N
17968,prozíravý,A
17969,prozíravě,D
17970,prozřetelnost,N
17971,prozřetelný,A
17972,prozřetelně,D
17973,prozřít,V
17974,pročištění,N
17975,pročíst,V
17976,prořez,N
17977,prořezání,N
17978,prořezávat,V
17979,prořezávka,N
17980,prořezávání,N
17981,prořídlý,A
17982,prořídnout,V
17983,proříznout,V
17984,proříznutý,A
17985,prošedivělý,A
17986,prošetřit,V
17987,prošetřování,N
17988,proškolený,A
17989,proškolit,V
17990,prošlapaný,A
17991,prošlapat,V
17992,prošlapávat,V
17993,prošlehat,V
17994,prošlý,A
17995,prošpikovaný,A
17996,prošpikovat,V
17997,prošvihnout,V
17998,prošít,V
17999,prožitek,N
18000,prožitkový,A
18001,prožití,N
18002,prožít,V
18003,prožívající,A
18004,prožívaný,A
18005,prožívat,V
18006,prsa,N
18007,prsatý,A
18008,prsař,N
18009,prsní,A
18010,prso,N
18011,prst,N
18012,prsten,N
18013,prstencový,A
18014,prstenec,N
18015,prsteníček,N
18016,prstový,A
18017,prstík,N
18018,prstíček,N
18019,prstýnek,N
18020,prudce,D
18021,prudký,A
18022,pruh,N
18023,pruhovaný,A
18024,prut,N
18025,prutový,A
18026,pružina,N
18027,pružný,A
18028,pružně,D
18029,prve,D
18030,prvek,N
18031,prvenství,N
18032,první,A
18033,prvně,D
18034,prvodárce,N
18035,prvohorní,A
18036,prvohory,N
18037,prvok,N
18038,prvopočátek,N
18039,prvorozený,A
18040,prvosenka,N
18041,prvotelka,N
18042,prvotina,N
18043,prvotně,D
18044,prvotní,A
18045,prvotřídní,A
18046,prvouka,N
18047,prvovolič,N
18048,prvovýroba,N
18049,prvočíslo,N
18050,prvák,N
18051,prvý,A
18052,pryskyřice,N
18053,pryskyřník,N
18054,pryč,D
18055,pryčna,N
18056,pryž,N
18057,pryžový,A
18058,práce,N
18059,práceschopný,A
18060,prádlo,N
18061,prádelna,N
18062,prádelník,N
18063,prádélko,N
18064,práh,N
18065,prám,N
18066,prásk,I
18067,práskat,V
18068,prásknutí,N
18069,práskání,N
18070,právem,D
18071,právnický,A
18072,právní,A
18073,právník,N
18074,právně,D
18075,právo,N
18076,právoplatný,A
18077,právoplatně,D
18078,právě,T
18079,prázdniny,N
18080,prázdno,N
18081,prázdnota,N
18082,prázdně,D
18083,prázdný,A
18084,prášek,N
18085,práškový,A
18086,prémie,N
18087,prémiový,A
18088,prérie,N
18089,próza,N
18090,pršet,V
18091,průběh,N
18092,průběžný,A
18093,průběžně,D
18094,průchod,N
18095,průchodnost,N
18096,průchodný,A
18097,průchozí,A
18098,průduch,N
18099,průduška,N
18100,průduškový,A
18101,průdušnice,N
18102,průhled,N
18103,průhledný,A
18104,průhledně,D
18105,průhon,N
18106,průhyb,N
18107,průjem,N
18108,průjezd,N
18109,průjezdnost,N
18110,průkaz,N
18111,průkazka,N
18112,průkazný,A
18113,průkopnice,N
18114,průkopnický,A
18115,průkopník,N
18116,průlet,N
18117,průlez,N
18118,průlezka,N
18119,průliv,N
18120,průlom,N
18121,průlomový,A
18122,průmysl,N
18123,průmyslník,N
18124,průmyslovka,N
18125,průmyslový,A
18126,průměr,N
18127,průměrný,A
18128,průnik,N
18129,průplav,N
18130,průpovídka,N
18131,průprava,N
18132,průsak,N
18133,průsek,N
18134,průsečík,N
18135,průsmyk,N
18136,průstřel,N
18137,průsvitný,A
18138,průtah,N
18139,průtok,N
18140,průtokový,A
18141,průtočný,A
18142,průtrž,N
18143,průvan,N
18144,průvlak,N
18145,průvod,N
18146,průvodce,N
18147,průvodcovský,A
18148,průvodkyně,N
18149,průvodní,A
18150,průvodčí,N
18151,průzkum,N
18152,průzkumník,N
18153,průzkumný,A
18154,průzor,N
18155,průzračnost,N
18156,průzračný,A
18157,průřez,N
18158,průšvih,N
18159,průšvihář,N
18160,psací,A
18161,psanec,N
18162,psaní,N
18163,psaníčko,N
18164,psaný,A
18165,psavec,N
18166,pseudonym,N
18167,psina,N
18168,psisko,N
18169,psoriáza,N
18170,psovod,N
18171,pstruh,N
18172,psychiatrie,N
18173,psychický,A
18174,psychik,N
18175,psychika,N
18176,psycho,A
18177,psycholog,N
18178,psychologický,A
18179,psychologie,N
18180,psychoterapeut,N
18181,psychoterapeutka,N
18182,psychoterapie,N
18183,psát,V
18184,psávat,V
18185,ptactvo,N
18186,ptačí,A
18187,pták,N
18188,ptát,V
18189,ptáče,N
18190,ptáček,N
18191,puberta,N
18192,puberťačka,N
18193,puberťák,N
18194,pubescent,N
18195,publicista,N
18196,publicistika,N
18197,publicistka,N
18198,publicita,N
18199,publikace,N
18200,publikovat,V
18201,publikovatelný,A
18202,publikování,N
18203,publikum,N
18204,puchýř,N
18205,puchýřek,N
18206,puding,N
18207,pudink,N
18208,pudit,V
18209,pudl,N
18210,pudový,A
18211,pudr,N
18212,pudrový,A
18213,pugét,N
18214,pukat,V
18215,puklice,N
18216,puknout,V
18217,pulec,N
18218,pulovr,N
18219,pulpa,N
18220,pulpit,N
18221,puls,N
18222,pulsovat,V
18223,pult,N
18224,pultový,A
18225,pultík,N
18226,pulz,N
18227,pulzovat,V
18228,pulzující,A
18229,puma,N
18230,pumový,A
18231,pumpa,N
18232,pumpař,N
18233,pumpovat,V
18234,pumpování,N
18235,punc,N
18236,puncovní,A
18237,punk,N
18238,punkce,N
18239,punkový,A
18240,puntičkář,N
18241,puntičkářský,A
18242,puntík,N
18243,puntíkatý,A
18244,puntíkovaný,A
18245,punč,N
18246,punčocha,N
18247,punčochový,A
18248,punčocháče,N
18249,pupen,N
18250,pupeční,A
